日期,F001,F001模型预测值,F001恢复值（*25,F002,F002模型预测值,F002恢复值（*25,F003,F003模型预测值,F003恢复值（*25,F004,F004模型预测值,F004恢复值（*25,F005,F005模型预测值,F005恢复值（*25,F006,F006模型预测值,F006恢复值（*25,F007,F007模型预测值,F007恢复值（*25,F008,F008模型预测值,F008恢复值（*25,F009,F009模型预测值,F009恢复值（*25,F010,F010模型预测值,F010恢复值（*25,F011,F011模型预测值,F011恢复值（*25,F012,F012模型预测值,F012恢复值（*25,F013,F013模型预测值,F013恢复值（*25,F014,F014模型预测值,F014恢复值（*25
20180824,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180825,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20180826,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20180827,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20180828,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20180829,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20180830,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20180831,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180901,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20180902,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20180903,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20180904,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20180905,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20180906,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20180907,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180908,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20180909,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20180910,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20180911,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20180912,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20180913,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20180914,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180915,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20180916,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20180917,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20180918,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20180919,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20180920,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20180921,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180922,F001,2.6128733,65.3218325,F002,4.292088,107.3022,F003,3.1178913,77.9472825,F004,3.1042907,77.6072675,F005,3.7378204,93.44551,F006,3.233451,80.836275,F007,6.363099,159.077475,F008,6.139374,153.48435,F009,15.990669,399.766725,F010,2.12397,53.09925,F011,8.976871,224.421775,F012,2.4294856,60.73714,F013,12.838069,320.951725,F014,5.300891,132.522275
20180923,F001,2.522811,63.070275,F002,4.163474,104.08685,F003,2.9909904,74.77476,F004,2.9801726,74.504315,F005,3.6638408,91.59602,F006,3.163942,79.09855,F007,6.2809606,157.024015,F008,5.9824643,149.5616075,F009,15.8611765,396.5294125,F010,2.0129392,50.32348,F011,8.881052,222.0263,F012,2.3402107,58.5052675,F013,12.612153,315.303825,F014,5.1608043,129.0201075
20180924,F001,3.3213897,83.0347425,F002,5.1784344,129.46086,F003,3.6801448,92.00362,F004,3.6076953,90.1923825,F005,3.9340575,98.3514375,F006,3.4903414,87.258535,F007,6.0558357,151.3958925,F008,6.1501856,153.75464,F009,15.603919,390.097975,F010,2.5359116,63.39779,F011,8.480756,212.0189,F012,2.7491217,68.7280425,F013,12.672877,316.821925,F014,5.3561788,133.90447
20180925,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20180926,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20180927,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20180928,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20180929,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20180930,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20181001,F001,3.3067977,82.6699425,F002,5.011992,125.2998,F003,3.8109882,95.274705,F004,3.741748,93.5437,F005,4.192829,104.820725,F006,3.6148062,90.370155,F007,6.5755,164.3875,F008,6.712771,167.819275,F009,16.628855,415.721375,F010,2.5662034,64.155085,F011,9.397441,234.936025,F012,2.8771493,71.9287325,F013,13.670316,341.7579,F014,5.7942123,144.8553075
20181002,F001,3.1701732,79.25433,F002,4.8444824,121.11206,F003,3.7126465,92.8161625,F004,3.6517093,91.2927325,F005,4.129647,103.241175,F006,3.5647612,89.11903,F007,6.572636,164.3159,F008,6.7145815,167.8645375,F009,16.586582,414.66455,F010,2.5242603,63.1065075,F011,9.400715,235.017875,F012,2.8282394,70.705985,F013,13.63322,340.8305,F014,5.766435,144.160875
20181003,F001,3.0179255,75.4481375,F002,4.696048,117.4012,F003,3.578085,89.452125,F004,3.527383,88.184575,F005,4.036064,100.9016,F006,3.489523,87.238075,F007,6.54153,163.53825,F008,6.624044,165.6011,F009,16.47153,411.78825,F010,2.4466853,61.1671325,F011,9.317897,232.947425,F012,2.7458706,68.646765,F013,13.505492,337.6373,F014,5.683842,142.09605
20181004,F001,2.8617764,71.54441,F002,4.5551505,113.8787625,F003,3.427447,85.686175,F004,3.3860724,84.65181,F005,3.9286644,98.21661,F006,3.4008763,85.0219075,F007,6.4914,162.285,F008,6.481519,162.037975,F009,16.329237,408.230925,F010,2.3473744,58.68436,F011,9.203276,230.0819,F012,2.6437762,66.094405,F013,13.305596,332.6399,F014,5.572978,139.32445
20181005,F001,2.7260342,68.150855,F002,4.4229608,110.57402,F003,3.2678607,81.6965175,F004,3.2399902,80.999755,F005,3.8226318,95.565795,F006,3.3156734,82.891835,F007,6.431816,160.7954,F008,6.3096566,157.741415,F009,16.166615,404.165375,F010,2.2358232,55.89558,F011,9.0808935,227.0223375,F012,2.5320435,63.3010875,F013,13.075096,326.8774,F014,5.4419813,136.0495325
20181006,F001,2.6128733,65.3218325,F002,4.292088,107.3022,F003,3.1178913,77.9472825,F004,3.1042907,77.6072675,F005,3.7378204,93.44551,F006,3.233451,80.836275,F007,6.363099,159.077475,F008,6.139374,153.48435,F009,15.990669,399.766725,F010,2.12397,53.09925,F011,8.976871,224.421775,F012,2.4294856,60.73714,F013,12.838069,320.951725,F014,5.300891,132.522275
20181007,F001,2.6197612,65.49403,F002,4.3433337,108.5833425,F003,2.9866252,74.66563,F004,2.9554849,73.8871225,F005,3.5165162,87.912905,F006,3.1155782,77.889455,F007,5.914719,147.867975,F008,5.659959,141.498975,F009,15.218066,380.45165,F010,2.062032,51.5508,F011,8.307286,207.68215,F012,2.29921,57.48025,F013,12.017822,300.44555,F014,4.947481,123.687025
20181008,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20181009,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20181010,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20181011,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20181012,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20181013,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20181014,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20181015,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20181016,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20181017,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20181018,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20181019,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20181020,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20181021,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20181022,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20181023,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20181024,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
20181025,F001,2.9905255,74.7631375,F002,4.919876,122.9969,F003,3.2060914,80.152285,F004,3.123326,78.08315,F005,3.2914174,82.285435,F006,3.0722547,76.8063675,F007,5.034492,125.8623,F008,5.0634394,126.585985,F009,13.330456,333.2614,F010,2.2829418,57.073545,F011,6.899437,172.485925,F012,2.3706477,59.2661925,F013,10.416938,260.42345,F014,4.494903,112.372575
20181026,F001,2.9177344,72.94336,F002,4.8310585,120.7764625,F003,3.1465576,78.66394,F004,3.056881,76.422025,F005,3.2674668,81.68667,F006,3.047874,76.19685,F007,5.065997,126.649925,F008,5.058382,126.45955,F009,13.386376,334.6594,F010,2.2340295,55.8507375,F011,6.9214373,173.0359325,F012,2.3264713,58.1617825,F013,10.446142,261.15355,F014,4.502966,112.57415
20181027,F001,2.7857277,69.6431925,F002,4.7044625,117.6115625,F003,2.9612513,74.0312825,F004,2.8226762,70.566905,F005,2.9576185,73.9404625,F006,2.8017285,70.0432125,F007,4.5217466,113.043665,F008,4.53779,113.44475,F009,12.113486,302.83715,F010,2.0849116,52.12279,F011,6.0964737,152.4118425,F012,2.1467247,53.6681175,F013,9.370417,234.260425,F014,4.0329933,100.8248325
20181028,F001,2.7359395,68.3984875,F002,4.6196957,115.4923925,F003,2.9126458,72.816145,F004,2.7631638,69.079095,F005,2.9423811,73.5595275,F006,2.78303,69.57575,F007,4.5677967,114.1949175,F008,4.541882,113.54705,F009,12.210065,305.251625,F010,2.0444658,51.111645,F011,6.155373,153.884325,F012,2.1056795,52.6419875,F013,9.469373,236.734325,F014,4.042467,101.061675
20181029,F001,2.9125478,72.813695,F002,4.939265,123.481625,F003,2.9997308,74.99327,F004,2.9320118,73.300295,F005,3.020451,75.511275,F006,2.827802,70.69505,F007,4.438995,110.974875,F008,4.4972954,112.432385,F009,10.575212,264.3803,F010,2.1333025,53.3325625,F011,5.9247556,148.11889,F012,2.2012053,55.0301325,F013,8.516007,212.900175,F014,3.9856987,99.6424675
20181030,F001,3.0221386,75.553465,F002,5.026212,125.6553,F003,3.1703396,79.25849,F004,3.1005464,77.51366,F005,3.2009444,80.02361,F006,2.9928358,74.820895,F007,4.776147,119.403675,F008,4.8443246,121.108115,F009,12.482367,312.059175,F010,2.2610059,56.5251475,F011,6.4888854,162.222135,F012,2.3352838,58.382095,F013,9.812493,245.312325,F014,4.2850914,107.127285
20181031,F001,3.0339277,75.8481925,F002,4.9804616,124.51154,F003,3.2238686,80.596715,F004,3.148355,78.708875,F005,3.2776885,81.9422125,F006,3.0616393,76.5409825,F007,4.954172,123.8543,F008,5.0083838,125.209595,F009,13.171319,329.282975,F010,2.299634,57.49085,F011,6.7875485,169.6887125,F012,2.380944,59.5236,F013,10.30866,257.7165,F014,4.4343243,110.8581075
